택배번호,출발지,출발시간,거리,통행량,경유지,하차시간,상차시간,거리,통행량,경유지,하차시간,상차시간,거리,통행량,경유지,하차시간,상차시간,거리,통행량,도착지,도착시간
008P10232,경북 칠곡군,8,11,55,9,대구 우편집중국,23,33,192,154,중부권 광역우편물류센터,45,58,261,69,의정부 우편집중국,70,73,64,8,서울 도봉구
008P10233,부산 중구,8,12,70,6,부산 우편집중국,24,39,295,165,중부권 광역우편물류센터,59,74,295,165,부산 우편집중국,86,90,74,17,경남 밀양시
008P10234,서울 양천구,8,10,36,3,부천 우편집중국,22,35,253,130,중부권 광역우편물류센터,59,75,318,81,울산 우편집중국,87,89,30,26,울산 북구
008P10235,인천 강화군,8,13,96,3,부천 우편집중국,25,38,253,189,중부권 광역우편물류센터,59,72,253,111,부천 우편집중국,84,86,36,15,경기 부천시
008P10236,대전 중구,8,11,57,6,대전 우편집중국,23,26,53,54,중부권 광역우편물류센터,38,41,53,15,대전 우편집중국,53,55,30,4,충남 계룡시
008P10237,경기 포천시,8,11,52,3,의정부 우편집중국,23,36,261,105,중부권 광역우편물류센터,59,64,100,76,청주 우편집중국,76,83,142,12,충북 괴산군
008P10238,경남 의령군,8,11,53,7,진주 우편집중국,23,33,202,61,중부권 광역우편물류센터,45,57,233,35,순천 집중과,69,73,84,9,전남 보성군
008P10239,경남 거창군,8,14,124,4,진주 우편집중국,26,36,202,92,중부권 광역우편물류센터,59,74,295,165,부산 우편집중국,86,90,70,20,부산 중구
008P10240,강원 홍천군,8,12,81,5,원주 우편집중국,24,37,256,110,중부권 광역우편물류센터,59,69,202,49,진주 우편집중국,81,83,34,15,경남 진주시
008P10241,대전 중구,8,11,57,6,대전 우편집중국,23,26,53,54,중부권 광역우편물류센터,38,45,133,15,천안 우편집중국,57,63,113,2,충남 예산군
008P10242,전남 신안군,8,10,45,5,영암 우편집중국,22,36,290,69,중부권 광역우편물류센터,59,73,271,32,포항 우편집중국,85,87,30,8,경북 포항시 남구
008P10243,대전 중구,8,11,57,6,대전 우편집중국,23,26,53,54,중부권 광역우편물류센터,38,48,192,18,대구 우편집중국,60,64,88,4,경북 성주군
008P10244,경기 김포시,8,10,36,2,고양 우편집중국,22,35,268,57,중부권 광역우편물류센터,59,70,218,53,성남 우편집중국,82,87,94,10,경기 이천시
008P10245,경북 성주군,8,12,88,6,대구 우편집중국,24,34,192,176,중부권 광역우편물류센터,46,49,53,41,대전 우편집중국,61,66,102,9,충남 청양군
008P10246,경기 연천군,8,11,55,6,의정부 우편집중국,23,36,261,105,중부권 광역우편물류센터,59,62,53,113,대전 우편집중국,74,79,102,20,충남 청양군
008P10247,전북 완주군,8,10,45,4,전주 우편집중국,22,27,93,80,중부권 광역우편물류센터,39,44,93,9,전주 우편집중국,56,65,186,2,전북 김제시
008P10248,전남 영암군,8,10,50,8,영암 우편집중국,22,36,290,69,중부권 광역우편물류센터,59,72,256,117,원주 우편집중국,84,87,62,14,충북 제천시
008P10249,서울 동대문구,8,12,84,2,동서울 우편집중국,24,36,248,107,중부권 광역우편물류센터,59,70,225,92,안양 우편집중국,82,84,50,21,경기 광명시
008P10250,경기 성남시 분당구,8,10,39,4,성남 우편집중국,22,33,218,71,중부권 광역우편물류센터,45,58,268,53,고양 우편집중국,70,72,30,5,경기 고양시 일산서구
008P10251,대전 동구,8,11,57,6,대전 우편집중국,23,26,53,54,중부권 광역우편물류센터,38,48,192,18,대구 우편집중국,60,62,48,1,대구 달서구
008P10252,부산 중구,8,12,70,6,부산 우편집중국,24,39,295,165,중부권 광역우편물류센터,59,77,368,80,강릉 우편집중국,89,93,82,23,강원 삼척시
008P10253,울산 북구,8,10,30,4,울산 우편집중국,22,38,318,63,중부권 광역우편물류센터,59,72,253,111,부천 우편집중국,84,88,74,20,인천 동구
008P10254,경기 동두천시,8,10,45,6,의정부 우편집중국,22,35,261,84,중부권 광역우편물류센터,59,69,202,49,진주 우편집중국,81,88,149,11,경남 합천군
008P10255,서울 동작구,8,11,61,3,안양 우편집중국,23,34,225,121,중부권 광역우편물류센터,46,49,53,41,대전 우편집중국,61,64,56,7,세종특별자치시
008P10256,광주 동구,8,12,71,7,광주 우편집중국,24,34,199,95,중부권 광역우편물류센터,46,62,318,53,울산 우편집중국,74,76,30,15,울산 북구
008P10257,충북 청주시 흥덕구,8,10,44,3,청주 우편집중국,22,27,100,56,중부권 광역우편물류센터,39,49,192,23,대구 우편집중국,61,63,43,4,대구 서구
008P10258,충남 보령시,8,18,190,4,대전 우편집중국,30,33,53,41,중부권 광역우편물류센터,45,60,295,119,부산 우편집중국,72,76,70,9,부산 중구
008P10259,충남 아산시,8,10,45,3,천안 우편집중국,22,29,133,48,중부권 광역우편물류센터,41,46,93,30,전주 우편집중국,58,63,101,4,전북 장수군
008P10260,충북 청주시 흥덕구,8,10,44,3,청주 우편집중국,22,27,100,56,중부권 광역우편물류센터,39,51,248,20,동서울 우편집중국,63,74,213,3,경기 가평군
008P10261,경기 안산시 상록구,8,11,54,5,안양 우편집중국,23,34,225,121,중부권 광역우편물류센터,46,49,53,41,대전 우편집중국,61,63,30,11,충남 계룡시
008P10262,경기 부천시,8,10,36,4,부천 우편집중국,22,35,253,130,중부권 광역우편물류센터,59,72,261,94,의정부 우편집중국,84,87,53,16,경기 구리시
008P10263,대전 유성구,8,10,46,4,대전 우편집중국,22,25,53,42,중부권 광역우편물류센터,37,52,295,18,부산 우편집중국,64,68,74,2,경남 밀양시
008P10264,광주 남구,8,16,150,20,광주 우편집중국,28,38,199,149,중부권 광역우편물류센터,59,72,251,85,창원 우편집중국,84,88,75,20,경남 창원시 성산구
008P10265,경북 영천시,8,16,168,11,포항 우편집중국,28,42,271,75,중부권 광역우편물류센터,71,89,368,51,강릉 우편집중국,101,103,30,19,강원 강릉시
008P10266,강원 화천군,8,13,108,8,원주 우편집중국,25,38,256,128,중부권 광역우편물류센터,59,72,256,117,원주 우편집중국,84,86,30,13,강원 원주시
008P10267,울산 북구,8,10,30,4,울산 우편집중국,22,38,318,63,중부권 광역우편물류센터,59,70,229,62,수원 우편집중국,82,86,77,17,경기 수원시 권선구
008P10268,울산 남구,8,10,30,2,울산 우편집중국,22,38,318,63,중부권 광역우편물류센터,59,72,253,111,부천 우편집중국,84,87,66,21,인천 중구
008P10269,충남 부여군,8,14,116,9,대전 우편집중국,26,29,53,35,중부권 광역우편물류센터,41,46,93,30,전주 우편집중국,58,60,45,3,전북 완주군
008P10270,경북 김천시,8,13,106,8,대구 우편집중국,25,35,192,189,중부권 광역우편물류센터,59,72,268,65,고양 우편집중국,84,86,48,17,경기 파주시
008P10271,부산 사하구,8,12,70,3,부산 우편집중국,24,39,295,165,중부권 광역우편물류센터,59,64,93,101,전주 우편집중국,76,85,186,12,전북 김제시
008P10272,충북 진천군,8,12,71,5,청주 우편집중국,24,29,100,77,중부권 광역우편물류센터,41,54,251,22,창원 우편집중국,66,70,75,4,경남 창원시 성산구
008P10273,전북 군산시,8,16,164,7,전주 우편집중국,28,33,93,72,중부권 광역우편물류센터,45,55,202,45,진주 우편집중국,67,74,149,3,경남 합천군
008P10274,경기 과천시,8,11,55,6,안양 우편집중국,23,34,225,121,중부권 광역우편물류센터,46,64,368,42,강릉 우편집중국,76,81,97,4,강원 고성군
008P10275,서울 구로구,8,12,73,8,안양 우편집중국,24,35,225,133,중부권 광역우편물류센터,59,69,199,109,광주 우편집중국,81,85,71,22,전남 화순군
008P10276,강원 횡성군,8,11,54,4,원주 우편집중국,23,36,256,92,중부권 광역우편물류센터,59,66,133,93,천안 우편집중국,78,86,164,18,충북 영동군
008P10277,전남 여수시,8,10,30,1,순천 집중과,22,34,233,33,중부권 광역우편물류센터,46,56,202,53,진주 우편집중국,68,71,53,5,경남 의령군
008P10278,강원 인제군,8,16,150,7,원주 우편집중국,28,41,256,168,중부권 광역우편물류센터,59,69,199,109,광주 우편집중국,81,85,70,14,전남 담양군
008P10279,경남 진주시,8,10,34,5,진주 우편집중국,22,32,202,46,중부권 광역우편물류센터,44,54,192,87,대구 우편집중국,66,68,50,8,대구 동구
008P10280,대전 서구,8,10,46,4,대전 우편집중국,22,25,53,42,중부권 광역우편물류센터,37,47,192,13,대구 우편집중국,59,61,43,3,대구 서구
008P10281,인천 옹진군,8,11,66,4,부천 우편집중국,23,36,253,147,중부권 광역우편물류센터,59,62,53,113,대전 우편집중국,74,77,57,15,대전 동구
008P10282,충북 보은군,8,12,87,4,청주 우편집중국,24,29,100,77,중부권 광역우편물류센터,41,54,253,38,부천 우편집중국,66,68,36,1,인천 계양구
008P10283,경북 칠곡군,8,11,55,9,대구 우편집중국,23,33,192,154,중부권 광역우편물류센터,45,56,216,69,안동 우편집중국,68,72,70,9,경북 의성군
008P10284,충남 계룡시,8,10,30,4,대전 우편집중국,22,25,53,42,중부권 광역우편물류센터,37,51,290,14,영암 우편집중국,63,65,50,3,전남 영암군
008P10285,인천 동구,8,12,74,6,부천 우편집중국,24,37,253,167,중부권 광역우편물류센터,59,64,93,101,전주 우편집중국,76,79,54,19,전북 전주시 덕진구
008P10286,경기 시흥시,8,11,53,4,부천 우편집중국,23,36,253,147,중부권 광역우편물류센터,59,70,216,80,안동 우편집중국,82,84,30,17,경북 안동시
008P10287,경기 포천시,8,11,52,3,의정부 우편집중국,23,36,261,105,중부권 광역우편물류센터,59,72,256,117,원주 우편집중국,84,87,62,17,강원 영월군
008P10288,인천 서구,8,10,47,2,부천 우편집중국,22,35,253,130,중부권 광역우편물류센터,59,70,216,80,안동 우편집중국,82,85,57,24,경북 봉화군
008P10289,경남 밀양시,8,12,74,11,부산 우편집중국,24,39,295,165,중부권 광역우편물류센터,59,72,251,85,창원 우편집중국,84,91,136,21,경남 통영시
008P10290,강원 철원군,8,11,55,6,의정부 우편집중국,23,36,261,105,중부권 광역우편물류센터,59,69,202,49,진주 우편집중국,81,85,73,11,경남 하동군
008P10291,충북 증평군,8,11,58,7,청주 우편집중국,23,28,100,66,중부권 광역우편물류센터,40,53,251,15,창원 우편집중국,65,69,80,3,경남 창원시 진해구
008P10292,경기 광명시,8,10,50,2,안양 우편집중국,22,33,225,96,중부권 광역우편물류센터,45,60,295,119,부산 우편집중국,72,80,152,10,부산 해운대구
008P10293,경남 양산시,8,13,94,9,울산 우편집중국,25,41,318,89,중부권 광역우편물류센터,59,71,233,52,순천 집중과,83,86,58,16,전남 고흥군
008P10294,경북 영덕군,8,10,30,1,포항 우편집중국,22,36,271,33,중부권 광역우편물류센터,59,72,253,111,부천 우편집중국,84,86,36,20,서울 강서구
008P10295,경기 군포시,8,10,33,4,안양 우편집중국,22,33,225,96,중부권 광역우편물류센터,45,60,295,119,부산 우편집중국,72,76,70,7,부산 사상구
008P10296,인천 부평구,8,10,36,3,부천 우편집중국,22,35,253,130,중부권 광역우편물류센터,59,70,225,92,안양 우편집중국,82,84,50,21,경기 광명시
008P10297,경남 남해군,8,12,73,7,진주 우편집중국,24,34,202,72,중부권 광역우편물류센터,46,61,295,139,부산 우편집중국,73,76,60,11,부산 동래구
008P10298,대구 달서구,8,10,48,3,대구 우편집중국,22,32,192,122,중부권 광역우편물류센터,44,54,192,87,대구 우편집중국,66,70,79,7,경북 청도군
008P10299,경북 영천시,8,16,168,11,포항 우편집중국,28,42,271,75,중부권 광역우편물류센터,71,86,295,130,부산 우편집중국,98,102,74,18,경남 밀양시
008P10300,경남 사천시,8,10,42,4,진주 우편집중국,22,32,202,46,중부권 광역우편물류센터,44,55,216,58,안동 우편집중국,67,69,44,9,경북 예천군
008P10301,전남 나주시,8,15,140,5,광주 우편집중국,27,37,199,138,중부권 광역우편물류센터,59,72,256,117,원주 우편집중국,84,86,30,13,강원 원주시
008P10302,울산 동구,8,10,30,5,울산 우편집중국,22,38,318,63,중부권 광역우편물류센터,59,70,225,92,안양 우편집중국,82,84,33,14,경기 군포시
008P10303,인천 미추홀구,8,11,61,4,부천 우편집중국,23,36,253,147,중부권 광역우편물류센터,59,72,253,111,부천 우편집중국,84,87,53,14,경기 시흥시
008P10304,강원 양구군,8,13,108,8,원주 우편집중국,25,38,256,128,중부권 광역우편물류센터,59,64,100,76,청주 우편집중국,76,78,30,14,충북 청주시 청원구
008P10305,충남 서산시,8,14,128,8,천안 우편집중국,26,33,133,87,중부권 광역우편물류센터,45,55,199,84,광주 우편집중국,67,69,39,7,전남 장성군
008P10306,충북 청주시 서원구,8,10,30,3,청주 우편집중국,22,27,100,56,중부권 광역우편물류센터,39,54,295,30,부산 우편집중국,66,69,60,3,부산 수영구
008P10307,경북 의성군,8,12,70,6,안동 우편집중국,24,35,216,64,중부권 광역우편물류센터,59,77,368,80,강릉 우편집중국,89,93,72,16,강원 동해시
008P10308,서울 서대문구,8,10,42,2,고양 우편집중국,22,35,268,57,중부권 광역우편물류센터,59,74,295,165,부산 우편집중국,86,88,35,13,부산 동구
008P10309,경남 창원시 진해구,8,12,80,3,창원 우편집중국,24,37,251,91,중부권 광역우편물류센터,59,72,268,65,고양 우편집중국,84,86,42,14,서울 서대문구
008P10310,경남 창원시 의창구,8,10,35,2,창원 우편집중국,22,35,251,61,중부권 광역우편물류센터,59,62,53,113,대전 우편집중국,74,78,77,17,충남 논산시
008P10311,경기 수원시 권선구,8,12,77,6,수원 우편집중국,24,35,229,76,중부권 광역우편물류센터,59,72,256,117,원주 우편집중국,84,92,150,24,강원 인제군
008P10312,서울 금천구,8,10,49,2,안양 우편집중국,22,33,225,96,중부권 광역우편물류센터,45,58,261,69,의정부 우편집중국,70,72,48,5,서울 중랑구
008P10313,서울 도봉구,8,11,64,2,의정부 우편집중국,23,36,261,105,중부권 광역우편물류센터,59,72,261,94,의정부 우편집중국,84,87,64,18,서울 노원구
008P10314,경남 창원시 성산구,8,12,75,5,창원 우편집중국,24,37,251,91,중부권 광역우편물류센터,59,73,290,68,영암 우편집중국,85,87,45,10,전남 신안군
008P10315,경기 화성시,8,14,110,6,수원 우편집중국,26,37,229,85,중부권 광역우편물류센터,59,69,202,49,진주 우편집중국,81,83,34,15,경남 진주시
008P10316,충남 아산시,8,10,45,3,천안 우편집중국,22,29,133,48,중부권 광역우편물류센터,41,53,248,36,동서울 우편집중국,65,67,36,3,서울 성북구
008P10317,경남 양산시,8,13,94,9,울산 우편집중국,25,41,318,89,중부권 광역우편물류센터,59,71,233,52,순천 집중과,83,85,47,19,전남 광양시
008P10318,경남 밀양시,8,12,74,11,부산 우편집중국,24,39,295,165,중부권 광역우편물류센터,59,64,100,76,청주 우편집중국,76,79,65,15,충북 청주시 상당구
008P10319,경기 의왕시,8,11,59,1,안양 우편집중국,23,34,225,121,중부권 광역우편물류센터,46,49,53,41,대전 우편집중국,61,63,30,11,충남 계룡시
008P10320,경북 봉화군,8,11,57,5,안동 우편집중국,23,34,216,59,중부권 광역우편물류센터,46,51,93,67,전주 우편집중국,63,67,83,7,전북 임실군
008P10321,경기 김포시,8,10,36,2,고양 우편집중국,22,35,268,57,중부권 광역우편물류센터,59,72,256,117,원주 우편집중국,84,87,54,17,강원 횡성군
